date,ofns_desc,pd_desc,law_cat_cd,boro_nm,station_name,year,month,month_year
2020-08-10,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,121 STREET,2020,8,2020-08
2020-08-09,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",FELONY,BRONX,149 ST.-GRAND CONCOURSE,2020,8,2020-08
2020-06-23,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,77 STREET,2020,6,2020-06
2020-08-10,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,EAST BROADWAY,2020,8,2020-08
2020-08-10,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,MISDEMEANOR,MANHATTAN,125 STREET,2020,8,2020-08
2020-08-10,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,233 STREET,2020,8,2020-08
2020-06-12,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,77 STREET,2020,6,2020-06
2020-02-17,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,77 STREET,2020,2,2020-02
2020-07-27,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,77 STREET,2020,7,2020-07
2020-06-25,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,77 STREET,2020,6,2020-06
2020-08-10,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BROOKLYN,DEKALB AVENUE,2020,8,2020-08
2020-08-10,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",FELONY,BROOKLYN,ROCKAWAY AVENUE,2020,8,2020-08
2020-08-10,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,FRANKLIN AVENUE,2020,8,2020-08
2020-06-11,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,77 STREET,2020,6,2020-06
2020-08-10,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",FELONY,BROOKLYN,CLEVELAND STREET,2020,8,2020-08
2020-08-10,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BRONX,PELHAM PKWY.,2020,8,2020-08
2020-08-10,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BROOKLYN,ATLANTIC AVENUE,2020,8,2020-08
2020-08-10,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,MANHATTAN,68 ST.-HUNTER COLLEGE,2020,8,2020-08
2020-06-11,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,34 ST.-HERALD SQ.,2020,6,2020-06
2020-08-10,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,PACIFIC STREET,2020,8,2020-08
2020-07-13,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,MANHATTAN,137 ST.-CITY COLLEGE,2020,7,2020-07
2020-06-12,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,34 ST.-HERALD SQ.,2020,6,2020-06
2020-08-09,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BRONX,205 ST.-NORWOOD,2020,8,2020-08
2020-08-09,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,LEXINGTON AVENUE,2020,8,2020-08
2020-08-09,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,FELONY,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2020,8,2020-08
2020-08-09,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,QUEENS,179 ST.-JAMAICA,2020,8,2020-08
2020-08-09,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,72 STREET,2020,8,2020-08
2020-08-09,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2020,8,2020-08
2020-08-09,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,5 AVENUE,2020,8,2020-08
2020-08-09,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,145 STREET,2020,8,2020-08
2020-08-09,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,(NULL),KOSCIUSKO STREET,2020,8,2020-08
2020-08-09,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",FELONY,MANHATTAN,BROAD STREET,2020,8,2020-08
2020-08-08,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,CANAL STREET,2020,8,2020-08
2020-08-08,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,QUEENS,ROCKAWAY BLVD.,2020,8,2020-08
2020-08-08,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2020,8,2020-08
2020-08-07,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PURS",FELONY,BROOKLYN,45 STREET,2020,8,2020-08
2020-08-01,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,96 STREET,2020,8,2020-08
2020-08-07,SEX CRIMES,SEXUAL ABUSE,FELONY,MANHATTAN,8 AVENUE,2020,8,2020-08
2020-08-08,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,168 ST.-WASHINGTON HTS.,2020,8,2020-08
2020-08-08,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,110 STREET,2020,8,2020-08
2020-08-08,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,FORDHAM ROAD,2020,8,2020-08
2020-08-08,ASSAULT 3 & RELATED OFFENSES,"MENACING,PEACE OFFICER",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2020,8,2020-08
2020-08-07,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,125 STREET,2020,8,2020-08
2020-08-07,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,DEKALB AVENUE,2020,8,2020-08
2020-08-06,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,FULTON STREET,2020,8,2020-08
2020-08-07,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,74 ST.-BROADWAY,2020,8,2020-08
2020-08-07,ROBBERY,"ROBBERY,NECKCHAIN/JEWELRY",FELONY,MANHATTAN,72 STREET,2020,8,2020-08
2020-08-07,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,BRONX,149 ST.-GRAND CONCOURSE,2020,8,2020-08
2020-08-07,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,FULTON STREET,2020,8,2020-08
2020-08-05,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BROOKLYN,62 STREET,2020,8,2020-08
2020-08-07,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,BROOKLYN,CRESCENT STREET,2020,8,2020-08
2020-08-07,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2020,8,2020-08
2020-08-07,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,34 STREET,2020,8,2020-08
2020-08-07,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,ATLANTIC AVENUE,2020,8,2020-08
2020-08-07,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,DELANCEY STREET,2020,8,2020-08
2020-08-07,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,W. 4 STREET,2020,8,2020-08
2020-08-07,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,DELANCEY STREET,2020,8,2020-08
2020-08-05,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,61 ST.-WOODSIDE,2020,8,2020-08
2020-08-04,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,18 STREET,2020,8,2020-08
2020-08-04,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,QUEENS,75 ST.-ELDERTS LANE,2020,8,2020-08
2020-08-06,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,8,2020-08
2020-08-06,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,207 ST.-INWOOD,2020,8,2020-08
2020-08-06,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,MANHATTAN,72 STREET,2020,8,2020-08
2020-08-06,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,MANHATTAN,WHITEHALL ST.-SOUTH FERRY,2020,8,2020-08
2020-08-06,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,BROOKLYN BRIDGE-CITY HALL,2020,8,2020-08
2020-08-06,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,BRONX,BURKE AVENUE,2020,8,2020-08
2020-08-06,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,QUEENS,QUEENSBORO PLAZA,2020,8,2020-08
2020-08-06,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,137 ST.-CITY COLLEGE,2020,8,2020-08
2020-07-31,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,BROOKLYN,"AVENUE ""U""",2020,7,2020-07
2020-08-06,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BROOKLYN,CLEVELAND STREET,2020,8,2020-08
2020-08-06,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,QUEENS,AQUEDUCT-NORTH CONDUIT AVE.,2020,8,2020-08
2020-08-06,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,BROOKLYN,KNICKERBOCKER AVENUE,2020,8,2020-08
2020-08-06,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,BROADWAY/LAFAYETTE,2020,8,2020-08
2020-08-06,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,QUEENS,BROAD CHANNEL,2020,8,2020-08
2020-08-05,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,QUEENS,82 ST.-JACKSON HEIGHTS,2020,8,2020-08
2020-08-05,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BRONX,161 ST.-YANKEE STADIUM,2020,8,2020-08
2020-08-05,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,BEDFORD AVENUE,2020,8,2020-08
2020-08-05,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BRONX,SIMPSON STREET,2020,8,2020-08
2020-08-04,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BROOKLYN,FRANKLIN AVENUE,2020,8,2020-08
2020-08-05,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,9TH STREET,2020,8,2020-08
2020-08-05,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,JAY STREET-BOROUGH HALL,2020,8,2020-08
2020-08-05,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,145 STREET,2020,8,2020-08
2020-08-05,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,QUEENS,ELMHURST AVE.,2020,8,2020-08
2020-08-05,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,BROADWAY-EAST NEW YORK,2020,8,2020-08
2020-08-04,RAPE,RAPE 1,FELONY,MANHATTAN,42 ST.-TIMES SQUARE,2020,8,2020-08
2020-08-02,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,VERNON BLVD.-JACKSON AVE.,2020,8,2020-08
2020-08-04,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,145 STREET,2020,8,2020-08
2020-08-03,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,BRONX,3 AVENUE-149 STREET,2020,8,2020-08
2020-08-04,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,23 STREET,2020,8,2020-08
2020-07-12,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2020,7,2020-07
2020-08-04,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2020,8,2020-08
2020-08-04,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PURS",FELONY,MANHATTAN,59 STREET,2020,8,2020-08
2020-08-04,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,59 STREET,2020,8,2020-08
2020-08-04,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BROOKLYN,KOSCIUSKO STREET,2020,8,2020-08
2020-08-04,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BROOKLYN,BROADWAY-EAST NEW YORK,2020,8,2020-08
2020-08-04,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,7 AVENUE,2020,8,2020-08
2020-08-01,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,23 STREET,2020,8,2020-08
2020-08-03,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,EUCLID AVENUE,2020,8,2020-08
2020-08-03,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BROOKLYN,EASTERN PKWY-BROOKLYN MUSEUM,2020,8,2020-08
2020-08-03,GRAND LARCENY,"LARCENY,GRAND PERSON,NECK CHAI",FELONY,MANHATTAN,125 STREET,2020,8,2020-08
2020-08-03,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BRONX,138 ST.-GRAND CONCOURSE,2020,8,2020-08
2020-08-03,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,ROCKAWAY PKWY-CANARSIE,2020,8,2020-08
2020-08-03,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,JAY STREET-BOROUGH HALL,2020,8,2020-08
2020-08-03,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,BROOKLYN,WYCKOFF AVENUE,2020,8,2020-08
2020-08-02,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BRONX,3 AVENUE-149 STREET,2020,8,2020-08
2020-07-25,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,MANHATTAN,34 ST.-PENN STATION,2020,7,2020-07
2020-08-03,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,MANHATTAN,5 AVENUE,2020,8,2020-08
2020-07-23,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,MANHATTAN,96TH STREET,2020,7,2020-07
2020-07-24,BURGLARY,"BURGLARY,UNCLASSIFIED,UNKNOWN",FELONY,BROOKLYN,EASTERN PKWY-BROOKLYN MUSEUM,2020,7,2020-07
2020-08-03,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BRONX,EAST 177 ST.-PARKCHESTER,2020,8,2020-08
2020-08-01,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,86 STREET,2020,8,2020-08
2020-08-03,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,BROOKLYN,YORK STREET,2020,8,2020-08
2020-08-03,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,3 AVENUE,2020,8,2020-08
2020-08-02,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,QUEENS,AQUEDUCT-NORTH CONDUIT AVE.,2020,8,2020-08
2020-08-02,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,QUEENSBORO PLAZA,2020,8,2020-08
2020-08-01,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,MANHATTAN,14 ST.-UNION SQUARE,2020,8,2020-08
2020-08-02,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,MANHATTAN,42 ST.-TIMES SQUARE,2020,8,2020-08
2020-08-02,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,8,2020-08
2020-08-02,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,LORIMER STREET,2020,8,2020-08
2020-08-02,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,FRANKLIN AVENUE,2020,8,2020-08
2020-08-01,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,8,2020-08
2020-08-01,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,50 STREET,2020,8,2020-08
2020-08-01,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,CHAMBERS STREET,2020,8,2020-08
2020-08-01,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,200 ST.-DYCKMAN ST.,2020,8,2020-08
2020-07-30,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,168 ST.-WASHINGTON HTS.,2020,7,2020-07
2020-08-01,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,BRONX,GUN HILL ROAD,2020,8,2020-08
2020-07-31,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,MANHATTAN,7 AVENUE,2020,7,2020-07
2020-08-01,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,QUEENS,BROAD CHANNEL,2020,8,2020-08
2020-08-01,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2020,8,2020-08
2020-08-01,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,QUEENS,46 STREET,2020,8,2020-08
2020-08-01,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",MISDEMEANOR,MANHATTAN,BROADWAY/NASSAU,2020,8,2020-08
2020-08-01,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,CHAMBERS ST.-WORLD TRADE CENTE,2020,8,2020-08
2020-07-31,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,MANHATTAN,116 STREET,2020,7,2020-07
2020-07-31,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,BOWLING GREEN,2020,7,2020-07
2020-07-31,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BROOKLYN,FORT HAMILTON PKWY,2020,7,2020-07
2020-07-31,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,MANHATTAN,145 STREET,2020,7,2020-07
2020-07-31,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,FELONY,BRONX,JACKSON AVENUE,2020,7,2020-07
2020-07-31,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2020,7,2020-07
2020-07-31,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,110 ST.-CENTRAL PARK NORTH,2020,7,2020-07
2020-07-30,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",FELONY,MANHATTAN,49 STREET,2020,7,2020-07
2020-07-30,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,STEINWAY ST.,2020,7,2020-07
2020-07-29,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,2 AVENUE,2020,7,2020-07
2020-07-30,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2020,7,2020-07
2020-07-30,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,7,2020-07
2020-07-30,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,7,2020-07
2020-07-30,PETIT LARCENY,"LARCENY,PETIT FROM STORE-SHOPL",MISDEMEANOR,BRONX,BEDFORD PK. BLVD.-LEHMAN COLLE,2020,7,2020-07
2020-07-30,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,SUTPHIN BLVD.,2020,7,2020-07
2020-07-30,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BRONX,MIDDLETOWN ROAD,2020,7,2020-07
2020-07-30,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,QUEENS,BEACH 44 STREET,2020,7,2020-07
2020-07-30,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,MANHATTAN,42 STREET,2020,7,2020-07
2020-07-29,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,CITY HALL,2020,7,2020-07
2020-07-29,ROBBERY,"ROBBERY,NECKCHAIN/JEWELRY",FELONY,BROOKLYN,SUTTER AVENUE-RUTLAND ROAD,2020,7,2020-07
2020-07-29,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,135 STREET,2020,7,2020-07
2020-07-29,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,W. 4 STREET,2020,7,2020-07
2020-07-29,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BRONX,ST. LAWRENCE AVENUE,2020,7,2020-07
2020-06-26,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,BROOKLYN BRIDGE-CITY HALL,2020,6,2020-06
2020-07-28,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,34 ST.-PENN STATION,2020,7,2020-07
2020-07-29,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BRONX,ZEREGA AVENUE,2020,7,2020-07
2020-07-29,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BRONX,183 STREET,2020,7,2020-07
2020-07-29,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BRONX,138 ST.-GRAND CONCOURSE,2020,7,2020-07
2020-07-29,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BROOKLYN,MONTROSE AVENUE,2020,7,2020-07
2020-07-07,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,BROOKLYN,MORGAN AVENUE,2020,7,2020-07
2020-07-29,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,74 ST.-BROADWAY,2020,7,2020-07
2020-07-29,ROBBERY,"ROBBERY,NECKCHAIN/JEWELRY",FELONY,BROOKLYN,SUTTER AVENUE,2020,7,2020-07
2020-07-28,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BRONX,PELHAM PKWY.,2020,7,2020-07
2020-07-28,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,34 ST.-HERALD SQ.,2020,7,2020-07
2020-07-28,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BROOKLYN,VAN SICLEN AVENUE,2020,7,2020-07
2020-07-28,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,QUEENS,85 ST.-FOREST PKWY.,2020,7,2020-07
2020-07-28,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BROOKLYN,20 AVENUE,2020,7,2020-07
2020-07-27,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,BRONX,242 ST.-VAN CORTLANDT PARK,2020,7,2020-07
2020-07-28,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BRONX,HUNTS POINT AVENUE,2020,7,2020-07
2020-07-27,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2020,7,2020-07
