date,ofns_desc,pd_desc,law_cat_cd,boro_nm,station_name,year,month,month_year
2023-12-16,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-16,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,QUEENS,45 ROAD-COURT HOUSE SQUARE,2023,12,2023-12
2023-12-16,DANGEROUS WEAPONS,CRIMINAL POSSESSION WEAPON,FELONY,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-16,OFFENSES AGAINST PUBLIC ADMINI,RESISTING ARREST,MISDEMEANOR,MANHATTAN,125 STREET,2023,12,2023-12
2023-12-15,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,BROOKLYN,BEVERLY ROAD,2023,12,2023-12
2023-12-16,MISCELLANEOUS PENAL LAW,"BRIBERY,PUBLIC ADMINISTRATION",FELONY,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-16,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,QUEENS,52 STREET,2023,12,2023-12
2023-12-16,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2023,12,2023-12
2023-12-16,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2023,12,2023-12
2023-12-16,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,BROOKLYN,BROADWAY-EAST NEW YORK,2023,12,2023-12
2023-12-16,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BRONX,CYPRESS AVENUE,2023,12,2023-12
2023-12-16,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,3 AVENUE-138 STREET,2023,12,2023-12
2023-12-16,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BROOKLYN,9TH STREET,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,168 ST.-WASHINGTON HTS.,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-16,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BRONX,EAST 180 STREET,2023,12,2023-12
2023-12-16,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,MISDEMEANOR,MANHATTAN,WALL STREET,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,BROOKLYN BRIDGE-CITY HALL,2023,12,2023-12
2023-12-16,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,PACIFIC STREET,2023,12,2023-12
2023-12-16,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,QUEENS,LEFFERTS BLVD.,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,BROADWAY-EAST NEW YORK,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ATLANTIC AVENUE,2023,12,2023-12
2023-12-16,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2023,12,2023-12
2023-12-16,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,BRONX,WOODLAWN,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2023,12,2023-12
2023-12-16,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,68 ST.-HUNTER COLLEGE,2023,12,2023-12
2023-12-16,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,QUEENS,74 ST.-BROADWAY,2023,12,2023-12
2023-12-16,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,BROOKLYN,BROADWAY-EASTERN PKWY,2023,12,2023-12
2023-12-16,OFFENSES AGAINST PUBLIC ADMINI,RESISTING ARREST,MISDEMEANOR,MANHATTAN,135 STREET,2023,12,2023-12
2023-12-16,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2023,12,2023-12
2023-12-16,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,42 ST.-GRAND CENTRAL,2023,12,2023-12
2023-12-16,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,14 STREET,2023,12,2023-12
2023-12-15,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,ESSEX STREET,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2023,12,2023-12
2023-12-15,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,HOYT-SCHERMERHORN,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,ROOSEVELT AVE.-JACKSON HEIGHTS,2023,12,2023-12
2023-12-15,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,BROOKLYN,36 STREET,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2023,12,2023-12
2023-12-15,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BRONX,TREMONT AVENUE,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,125 STREET,2023,12,2023-12
2023-12-15,FRAUDULENT ACCOSTING,"ACCOSTING,FRAUDULENT",MISDEMEANOR,MANHATTAN,50 STREET,2023,12,2023-12
2023-12-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,CHAMBERS ST.-WORLD TRADE CENTE,2023,12,2023-12
2023-12-15,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,45 ROAD-COURT HOUSE SQUARE,2023,12,2023-12
2023-12-15,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,HALSEY STREET,2023,12,2023-12
2023-12-15,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BRONX,161 ST.-YANKEE STADIUM,2023,12,2023-12
2023-12-14,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,59 STREET,2023,12,2023-12
2023-12-15,ADMINISTRATIVE CODE,"ALCOHOLIC BEVERAGES,PUBLIC CON",VIOLATION,MANHATTAN,34 ST.-PENN STATION,2023,12,2023-12
2023-12-15,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,BRONX,KINGSBRIDGE ROAD,2023,12,2023-12
2023-12-15,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,MANHATTAN,1 AVENUE,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,BURNSIDE AVENUE,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-15,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,125 STREET,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,149 ST.-GRAND CONCOURSE,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,JAY STREET-BOROUGH HALL,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,HOYT-SCHERMERHORN,2023,12,2023-12
2023-12-15,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BRONX,TREMONT AVENUE,2023,12,2023-12
2023-12-15,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,MYRTLE AVENUE,2023,12,2023-12
2023-12-15,THEFT OF SERVICES,UNAUTH. SALE OF TRANS. SERVICE,MISDEMEANOR,MANHATTAN,34 ST.-HERALD SQ.,2023,12,2023-12
2023-12-15,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2023,12,2023-12
2023-12-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,46 STREET,2023,12,2023-12
2023-12-15,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,14 STREET,2023,12,2023-12
2023-12-15,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,MANHATTAN,34 ST.-PENN STATION,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,UTICA AVENUE,2023,12,2023-12
2023-12-15,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,KINGS HIGHWAY,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,34 ST.-PENN STATION,2023,12,2023-12
2023-12-14,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,MANHATTAN,FULTON STREET,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,SOUNDVIEW AVENUE,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,KINGSBRIDGE ROAD,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,14 STREET,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2023,12,2023-12
2023-12-15,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,168 ST.-WASHINGTON HTS.,2023,12,2023-12
2023-12-15,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2023,12,2023-12
2023-12-15,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,QUEENS,JUNCTION BLVD.,2023,12,2023-12
2023-12-15,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BRONX,FORDHAM ROAD,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2023,12,2023-12
2023-12-15,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BRONX,KINGSBRIDGE ROAD,2023,12,2023-12
2023-12-15,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BRONX,174-175 STREETS,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2023,12,2023-12
2023-12-10,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BRONX,241 ST.-WAKEFIELD,2023,12,2023-12
2023-12-15,CRIMINAL TRESPASS,"TRESPASS 2, CRIMINAL",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,23 STREET,2023,12,2023-12
2023-12-15,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SUTTER AVENUE-RUTLAND ROAD,2023,12,2023-12
2023-08-26,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,81 ST.-MUSEUM OF NATURAL HISTO,2023,8,2023-08
2023-12-12,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BRONX,KINGSBRIDGE ROAD,2023,12,2023-12
2023-12-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,BROADWAY/NASSAU,2023,12,2023-12
2023-10-16,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,LEXINGTON AVENUE,2023,10,2023-10
2023-12-13,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,42 ST.-TIMES SQUARE,2023,12,2023-12
2023-12-14,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,MANHATTAN,42 ST.-TIMES SQUARE,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,EAST TREMONT AVE.-WEST FARMS S,2023,12,2023-12
2023-12-14,OFFENSES AGAINST PUBLIC ADMINI,"PUBLIC ADMINISTATION,UNCLASS M",MISDEMEANOR,BROOKLYN,"AVENUE ""H""",2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2023,12,2023-12
2023-12-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,WILSON AVENUE,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,LIVONIA AVENUE,2023,12,2023-12
2023-12-13,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,NEW LOTS AVENUE,2023,12,2023-12
2023-12-13,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,MANHATTAN,59 STREET,2023,12,2023-12
2023-12-14,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BRONX,EAST 143 ST.-ST. MARY'S STREET,2023,12,2023-12
2023-12-14,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,MANHATTAN,96 STREET,2023,12,2023-12
2023-12-14,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,MANHATTAN,BOWLING GREEN,2023,12,2023-12
2023-12-14,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,96 STREET,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,BROOK AVENUE,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,241 ST.-WAKEFIELD,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,ATLANTIC AVENUE,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2023,12,2023-12
2023-12-13,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,96 STREET,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,BOROUGH HALL,2023,12,2023-12
2023-12-14,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,QUEENS,NORTHERN BLVD.,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,161 ST.-YANKEE STADIUM,2023,12,2023-12
2023-12-14,FORGERY,"FORGERY,ETC.,UNCLASSIFIED-FELO",FELONY,BRONX,HUNTS POINT AVENUE,2023,12,2023-12
2023-12-14,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,BROOKLYN,BROADWAY-EAST NEW YORK,2023,12,2023-12
2023-12-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,71 AVE.-FOREST HILLS,2023,12,2023-12
2023-12-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,CLINTON-WASHINGTON AVENUES,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,SMITH-9 STREETS,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,96 STREET,2023,12,2023-12
2023-12-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,CANAL STREET,2023,12,2023-12
2023-12-14,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,FULTON STREET,2023,12,2023-12
2023-12-14,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,79 STREET,2023,12,2023-12
2023-12-14,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BRONX,CASTLE HILL AVENUE,2023,12,2023-12
2023-12-14,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,36 STREET,2023,12,2023-12
2023-12-14,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BRONX,BEDFORD PK. BLVD.,2023,12,2023-12
2023-12-14,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BROOKLYN,BROADWAY-EASTERN PKWY,2023,12,2023-12
2023-12-05,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BRONX,KINGSBRIDGE ROAD,2023,12,2023-12
2023-12-14,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BRONX,BURKE AVENUE,2023,12,2023-12
2023-12-14,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,QUEENS,SUTPHIN BLVD.-ARCHER AVE.,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,PROSPECT PARK,2023,12,2023-12
2023-12-14,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BROOKLYN,SUTTER AVENUE,2023,12,2023-12
2023-12-14,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,BROOKLYN,ROCKAWAY AVENUE,2023,12,2023-12
2023-12-14,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-14,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,NEW UTRECHT AVENUE,2023,12,2023-12
2023-12-14,MISCELLANEOUS PENAL LAW,BAIL JUMPING 1 & 2,FELONY,MANHATTAN,CANAL STREET,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,FAR ROCKAWAY-MOTT AVE.,2023,12,2023-12
2023-12-14,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2023,12,2023-12
2023-12-14,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,BLEECKER STREET,2023,12,2023-12
2023-12-13,FELONY ASSAULT,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE,FELONY,BRONX,EAST TREMONT AV.-WESTCHESTER S,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,ASTORIA BLVD.,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,STILLWELL AVENUE-CONEY ISLAND,2023,12,2023-12
2023-12-12,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,QUEENS,QUEENSBORO PLAZA,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,33 STREET,2023,12,2023-12
2023-12-13,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,18 STREET,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,MANHATTAN,14 ST.-UNION SQUARE,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,EUCLID AVENUE,2023,12,2023-12
2023-12-13,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,FELONY,BROOKLYN,BROADWAY-EASTERN PKWY,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,QUEENS,MAIN ST.-FLUSHING,2023,12,2023-12
2023-12-13,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,FRANKLIN AVENUE,2023,12,2023-12
2023-12-12,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,QUEENS,FRESH POND ROAD,2023,12,2023-12
2023-12-13,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,BROOKLYN,MONTROSE AVENUE,2023,12,2023-12
2023-12-13,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,110 ST.-CATHEDRAL PKWY.,2023,12,2023-12
2023-12-13,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,QUEENS,WOODHAVEN BLVD.,2023,12,2023-12
2023-12-13,DANGEROUS WEAPONS,"WEAPONS, POSSESSION, ETC",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2023,12,2023-12
2023-12-13,FRAUDS,"IMPERSONATION 2, PUBLIC SERVAN",MISDEMEANOR,MANHATTAN,34 ST.-HERALD SQ.,2023,12,2023-12
2023-12-13,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,MANHATTAN,14 STREET,2023,12,2023-12
2023-12-08,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,BROOKLYN,EUCLID AVENUE,2023,12,2023-12
2023-12-13,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,BROADWAY-EAST NEW YORK,2023,12,2023-12
2023-12-13,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE,INTENT TO",FELONY,BROOKLYN,NOSTRAND AVENUE,2023,12,2023-12
2023-12-13,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BRONX,161 ST.-YANKEE STADIUM,2023,12,2023-12
2023-12-13,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2023,12,2023-12
2023-12-13,CRIMINAL MISCHIEF & RELATED OF,"TAMPERING 1,CRIMINAL",FELONY,BROOKLYN,ROCKAWAY AVENUE,2023,12,2023-12
2023-12-12,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BRONX,238 ST.-NEREID AVE.,2023,12,2023-12
2023-12-12,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,BROOKLYN,MYRTLE AVENUE,2023,12,2023-12
2023-12-13,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",MISDEMEANOR,BRONX,KINGSBRIDGE ROAD,2023,12,2023-12
2023-12-13,DANGEROUS DRUGS,"CONTROLLED SUBSTANCE, POSSESSI",MISDEMEANOR,BROOKLYN,RALPH AVENUE,2023,12,2023-12
2023-12-13,ADMINISTRATIVE CODE,N.Y.C. TRANSIT AUTH. R&R,VIOLATION,BROOKLYN,BROADWAY-EASTERN PKWY,2023,12,2023-12
